,MSE,RMSE,MAE,R2 Score,CV Mean RMSE,CV Std RMSE,Training Time (Best Params),Inference Time (Best Params),Computation Time (Total),Best Parameters
DCN,7.583318710327148,2.7537825107574463,1.9652539491653442,0.5932347774505615,2.6584811210632324,0.12363675236701965,8.225005149841309,0.001994609832763672,156.37084889411926,"{'cross_layers': 3, 'hidden_layer_0': 159, 'hidden_layer_1': 73, 'hidden_layer_2': 108, 'learning_rate': 0.0031527083853691317, 'batch_size': 256, 'num_epochs': 92}"
Wide_and_Deep,6.989729881286621,2.6438097953796387,1.992712140083313,0.6250746250152588,2.7322397232055664,0.1935504674911499,4.656545877456665,0.0,112.38846325874329,"{'hidden_layer_0': 65, 'hidden_layer_1': 65, 'hidden_layer_2': 185, 'learning_rate': 0.0008600295028010057, 'batch_size': 128, 'num_epochs': 47}"
XGBoost + NN,18.29742431640625,4.277548789978027,3.3663947582244873,0.0185357928276062,4.3519182205200195,0.11010750383138657,5.413525819778442,0.0,110.31071162223816,"{'n_estimators': 50, 'max_depth': 6, 'xgb_learning_rate': 0.057226119293742876, 'subsample': 0.6206353676919267, 'colsample_bytree': 0.8609159398873699, 'use_hidden_layer_0': False, 'use_hidden_layer_1': True, 'hidden_layer_1': 171, 'use_hidden_layer_2': False, 'nn_learning_rate': 0.0009349750956213565, 'batch_size': 128, 'num_epochs': 75}"
LightGBM + NN,4.64634895324707,2.155539035797119,1.5942271947860718,0.7507722973823547,2.3276779651641846,0.05922830104827881,7.681459903717041,0.0009970664978027344,142.62959575653076,"{'n_estimators': 66, 'max_depth': 5, 'lgb_learning_rate': 0.05522709178019823, 'num_leaves': 20, 'subsample': 0.7497955805509504, 'colsample_bytree': 0.9954806035685937, 'hidden_layer_0': 204, 'hidden_layer_1': 32, 'hidden_layer_2': 41, 'nn_learning_rate': 0.0022112300218476958, 'batch_size': 128, 'num_epochs': 91}"
AutoInt + NN,6.8130412101745605,2.610180377960205,1.921242594718933,0.6345520615577698,2.5148749351501465,0.08743621408939362,17.819350004196167,0.0019943714141845703,275.38459873199463,"{'num_heads': 6, 'embedding_dim': 42, 'num_layers': 3, 'hidden_layer_0': 218, 'hidden_layer_1': 182, 'hidden_layer_2': 74, 'nn_learning_rate': 0.00037757964810998664, 'batch_size': 32, 'num_epochs': 56}"
FT-Transformer,20.11533546447754,4.485012531280518,3.7319741249084473,-0.07897591590881348,4.340524196624756,0.05723942443728447,14.818377256393433,0.001993417739868164,293.201952457428,"{'num_heads': 1, 'embedding_dim': 57, 'num_layers': 1, 'hidden_layer_0': 139, 'hidden_layer_1': 217, 'hidden_layer_2': 235, 'nn_learning_rate': 0.002730909416701652, 'batch_size': 64, 'num_epochs': 64}"
Neural Architecture Search,17.678359985351562,4.204564094543457,3.3258674144744873,0.05174213647842407,4.294134140014648,0.06792924553155899,14.10328459739685,0.0009984970092773438,142.9038622379303,"{'num_layers': 2, 'hidden_layer_0': 185, 'hidden_layer_1': 50, 'learning_rate': 0.004537729339125673, 'batch_size': 32, 'num_epochs': 66}"
KAN,6.233821868896484,2.496762275695801,1.850928544998169,0.6656210422515869,2.8159492015838623,0.2822064161300659,2.4883763790130615,0.0,47.32046127319336,"{'hidden_dim': 78, 'learning_rate': 0.00464574600696643, 'batch_size': 64, 'num_epochs': 49}"
NODE,6.43310546875,2.5363566875457764,1.8773571252822876,0.6549316048622131,2.579437732696533,0.1089114397764206,13.276498556137085,0.003989219665527344,262.3201665878296,"{'num_layers': 3, 'num_trees': 10, 'tree_dim': 57, 'learning_rate': 0.004110303376946302, 'batch_size': 256, 'num_epochs': 67}"
TabNet,6.590424371837489,2.5671821851667422,1.8729860853300735,0.6464931224450915,2.5704587457797805,0.1088440031874623,34.7111759185791,0.10871171951293945,559.4190657138824,"{'n_d': 53, 'n_a': 30, 'n_steps': 4, 'gamma': 1.1179032664884194, 'lambda_sparse': 3.832509501757992e-05, 'learning_rate': 0.023862333758134978, 'batch_size': 128, 'num_epochs': 51}"
SAINT,7.200307369232178,2.6833388805389404,1.9592572450637817,0.6137793064117432,2.6047654151916504,0.10906106978654861,30.69990611076355,0.04886889457702637,802.9029657840729,"{'heads': 5, 'dim': 5, 'depth': 3, 'mlp_dim': 197, 'dropout': 0.011452321730246129, 'learning_rate': 0.010661285046420306, 'batch_size': 256, 'num_epochs': 94}"
