Temperature,Humidity,Wind Speed,Precipitation (%),Cloud Cover,Atmospheric Pressure,UV Index,Season,Visibility (km),Location,Y
-5.0,65,15.5,50.0,2,982.57,1,3,5.0,1,1
46.0,44,5.0,19.0,3,869.11,5,1,6.0,2,3
-12.0,27,2.0,70.0,3,828.61,0,3,19.5,0,2
-5.0,65,5.0,60.0,2,987.77,1,3,3.0,1,1
21.0,58,9.0,0.0,3,1019.81,6,1,5.5,0,0
35.0,43,4.5,18.0,0,1022.08,9,2,9.0,2,0
40.0,72,22.5,98.0,3,1002.62,10,2,5.5,1,2
23.0,76,12.5,52.0,2,1011.87,3,3,4.0,2,2
-2.0,99,16.0,95.0,3,985.03,0,3,1.5,2,1
-6.0,86,9.0,84.0,2,991.14,0,3,1.5,2,1
18.0,75,12.5,82.0,2,1019.98,0,2,3.5,2,2
-7.0,72,37.5,71.0,3,987.5,9,3,2.0,1,1
26.0,79,20.0,67.0,3,994.0,2,1,3.0,1,2
-6.0,67,16.5,92.0,2,991.21,1,3,4.0,1,1
28.0,104,21.0,109.0,3,1008.63,0,1,3.0,0,2
25.0,76,10.5,23.0,3,1139.41,1,2,3.0,2,0
-8.0,72,15.5,89.0,3,995.47,1,3,4.5,2,1
3.0,66,2.5,76.0,2,982.59,1,3,1.5,1,1
26.0,24,5.5,4.0,0,1019.73,10,3,9.5,2,0
25.0,26,5.0,3.0,0,1018.42,8,0,5.5,0,0
46.0,102,8.0,105.0,3,1016.57,4,3,10.5,2,3
28.0,33,8.0,61.0,1,1187.74,4,2,6.0,2,0
30.0,26,6.0,6.0,3,1028.27,9,2,7.5,0,0
-1.0,81,18.0,60.0,2,996.7,1,3,4.5,2,1
11.0,72,11.5,13.0,3,1193.75,4,2,1.0,2,0
15.0,103,1.0,96.0,0,1026.15,6,1,1.0,1,0
19.0,98,13.0,82.0,2,1018.0,3,0,3.5,2,2
15.0,70,13.0,40.0,3,1001.67,3,3,8.0,2,3
17.0,66,14.5,14.0,2,1003.45,4,3,5.5,1,3
23.0,47,8.0,5.0,0,1024.93,11,3,8.5,1,0
22.0,68,8.0,22.0,2,1001.82,1,0,6.5,2,3
38.0,63,2.5,68.0,1,1124.74,12,1,5.5,0,3
59.0,107,19.0,92.0,2,1015.41,2,0,1.5,1,2
-10.0,94,5.0,62.0,2,993.38,1,3,3.5,2,1
5.0,104,12.5,79.0,2,996.81,0,3,5.0,2,1
42.0,44,5.5,3.0,0,1011.33,11,0,5.0,0,0
9.0,89,10.0,101.0,3,1008.21,0,1,3.0,0,2
-17.0,79,1.0,77.0,1,983.81,8,0,17.5,2,2
-9.0,88,5.0,96.0,3,992.04,1,3,3.0,1,1
12.0,67,8.0,27.0,2,1006.23,3,2,8.5,2,3
45.0,74,18.0,70.0,0,1020.39,10,0,4.5,2,0
44.0,49,7.0,6.0,0,1025.25,5,2,8.5,2,0
-15.0,93,3.0,89.0,2,990.19,14,3,3.5,2,1
-15.0,41,5.5,34.0,2,980.9,11,3,2.5,1,2
18.0,63,5.0,24.0,3,1005.59,4,3,8.0,1,3
13.0,87,25.5,77.0,3,1000.91,4,2,1.0,0,2
-7.0,63,8.0,51.0,2,989.17,1,3,2.5,2,1
25.0,74,5.0,14.0,2,1019.75,3,2,8.5,2,3
13.0,66,13.5,58.0,2,1008.7,1,0,1.5,0,2
15.0,24,10.0,23.0,1,1050.64,5,2,7.5,2,0
40.0,64,8.0,5.0,3,1010.18,6,0,5.0,1,0
32.0,75,9.5,15.0,3,1011.6,2,1,5.0,2,3
34.0,84,27.0,89.0,2,1016.01,10,0,0.5,1,2
18.0,67,11.5,65.0,2,1016.37,3,1,1.5,2,2
30.0,34,8.0,15.0,0,1011.61,10,3,7.0,2,0
21.0,69,0.0,40.0,3,1001.43,2,2,7.0,1,3
-4.0,74,1.5,95.0,3,985.63,0,3,4.0,1,1
-8.0,87,19.5,60.0,3,996.69,0,3,4.0,2,1
33.0,97,18.5,82.0,2,1008.39,0,3,4.0,1,2
3.0,61,13.5,94.0,2,993.32,0,3,1.5,2,1
-10.0,87,15.5,63.0,3,985.52,1,3,2.5,2,1
40.0,71,30.0,108.0,3,1010.37,12,0,1.0,2,2
41.0,40,0.5,8.0,0,1014.01,8,3,8.0,1,0
34.0,69,15.0,86.0,3,1119.07,8,1,14.5,0,1
14.0,76,17.5,66.0,2,1009.05,0,3,2.0,2,2
32.0,36,12.5,52.0,3,977.72,10,1,9.5,0,3
19.0,79,10.5,11.0,2,1001.24,3,2,5.5,0,3
12.0,76,6.5,47.0,2,1011.37,2,1,6.5,2,3
15.0,59,15.0,17.0,2,1004.33,2,2,7.5,2,3
23.0,78,8.0,19.0,3,1001.22,2,3,7.0,0,3
14.0,68,13.0,63.0,2,992.68,3,0,4.0,1,2
2.0,74,14.0,59.0,2,980.99,0,3,1.5,2,1
17.0,68,10.0,54.0,2,991.09,3,1,4.0,2,2
19.0,69,11.5,47.0,2,1014.36,1,0,5.0,2,3
-5.0,35,8.5,14.0,1,903.36,6,1,1.5,1,0
18.0,74,0.5,39.0,2,1007.53,1,0,8.5,2,3
33.0,65,6.0,3.0,0,1027.54,7,1,5.5,2,0
31.0,79,8.0,29.0,3,1019.5,1,1,9.0,2,3
37.0,54,4.0,16.0,3,1019.37,11,3,8.0,1,0
15.0,51,3.5,47.0,3,1004.0,2,3,7.5,2,3
36.0,65,9.5,3.0,0,1014.85,11,0,7.5,0,0
4.0,88,10.5,52.0,3,999.85,0,3,1.0,2,1
20.0,67,13.0,15.0,2,1010.2,2,2,5.0,1,3
30.0,74,28.0,86.0,3,1012.81,9,2,2.0,2,3
-3.0,67,5.5,98.0,2,992.87,1,3,2.5,1,1
4.0,69,14.0,90.0,2,984.42,0,3,3.5,1,1
25.0,43,8.0,17.0,0,1012.84,10,2,7.5,0,0
22.0,58,11.0,34.0,3,1019.24,4,3,5.0,0,3
11.0,37,11.0,51.0,2,851.42,5,0,5.0,1,2
28.0,92,9.0,54.0,2,990.18,2,2,1.5,1,2
18.0,39,3.5,50.0,1,1039.77,4,1,16.5,2,1
33.0,63,6.0,59.0,3,1017.11,0,2,5.0,0,2
46.0,40,13.0,19.0,3,841.67,1,3,4.0,2,3
-2.0,97,17.5,60.0,2,982.42,0,3,3.0,1,1
21.0,73,6.0,86.0,3,1010.37,3,3,2.0,0,2
28.0,65,13.5,48.0,3,1013.19,4,2,5.5,2,3
34.0,51,9.0,40.0,2,1009.21,4,1,6.0,0,3
22.0,74,14.5,64.0,2,994.38,0,2,4.0,2,2
2.0,72,16.5,57.0,2,994.53,1,3,4.5,2,1
-12.0,59,12.5,56.0,1,1112.01,4,3,1.5,2,0
27.0,33,10.0,7.0,0,1020.29,10,3,6.5,2,0
23.0,77,12.0,75.0,3,1010.93,9,2,0.5,2,2
16.0,68,13.0,32.0,3,1009.79,3,3,8.0,1,3
-22.0,84,29.5,70.0,2,986.24,6,3,2.5,1,1
29.0,50,12.5,34.0,2,1013.72,2,0,8.5,0,3
21.0,76,7.0,92.0,2,1018.18,3,1,1.0,1,2
-9.0,64,13.5,89.0,2,997.55,1,3,3.0,1,1
10.0,92,11.5,87.0,3,1006.0,1,3,3.5,0,2
26.0,59,2.5,24.0,3,1013.68,4,3,8.5,1,3
-9.0,65,6.0,65.0,2,995.43,0,3,3.0,2,1
-7.0,93,0.5,51.0,2,997.63,1,3,5.0,2,1
-6.0,70,12.0,90.0,2,986.25,1,3,4.0,1,1
34.0,87,13.0,51.0,2,1018.24,0,0,1.5,0,2
21.0,58,7.5,16.0,2,1019.37,2,0,7.5,1,3
10.0,62,8.5,66.0,3,1006.25,1,1,3.0,0,2
4.0,78,15.0,62.0,2,997.87,0,3,2.5,2,1
1.0,84,18.5,88.0,2,981.33,1,3,3.0,1,1
-1.0,99,1.0,97.0,2,985.98,1,3,3.0,2,1
16.0,56,3.0,23.0,2,1003.92,1,0,8.0,2,3
-10.0,86,2.0,86.0,2,999.17,1,3,3.5,2,1
25.0,76,8.0,25.0,2,1015.26,1,1,8.5,0,3
-2.0,91,0.5,81.0,3,994.24,0,3,3.5,2,1
30.0,73,15.5,72.0,3,1010.34,2,1,1.5,1,2
75.0,104,5.5,87.0,0,1011.7,6,2,13.0,0,0
4.0,88,8.0,53.0,2,985.4,0,3,1.5,2,1
26.0,52,2.5,12.0,2,1009.69,2,3,6.5,0,3
24.0,49,6.0,8.0,0,1017.22,10,3,6.0,1,0
27.0,37,6.5,4.0,0,1014.6,10,3,6.5,2,0
38.0,45,7.0,19.0,0,1020.65,11,0,8.5,2,0
-1.0,96,21.5,91.0,2,988.78,1,3,1.0,2,1
27.0,61,2.5,51.0,1,1045.38,4,2,7.0,1,3
21.0,65,12.0,15.0,2,1019.31,2,2,8.5,2,3
21.0,98,15.0,75.0,2,1002.2,1,3,4.5,2,2
23.0,49,0.5,1.0,0,1018.88,7,0,9.0,0,0
60.0,97,12.0,109.0,3,1020.01,5,3,7.5,1,0
11.0,99,17.5,56.0,2,994.66,0,2,4.5,1,2
-7.0,79,12.5,76.0,2,984.75,0,3,4.5,1,1
12.0,73,11.0,48.0,3,1003.09,1,3,6.0,0,3
7.0,102,38.5,102.0,2,1019.16,9,2,3.0,1,2
22.0,23,6.0,10.0,0,1029.06,9,1,8.0,0,0
19.0,83,18.5,65.0,2,1009.49,2,3,2.0,2,2
27.0,59,9.5,41.0,2,1001.39,4,1,8.0,2,3
20.0,77,3.5,41.0,3,1011.54,4,0,5.5,2,3
24.0,74,14.5,18.0,3,1003.3,3,3,5.5,1,3
11.0,71,3.5,16.0,2,1006.58,4,0,5.5,2,3
28.0,54,3.0,18.0,3,1014.78,8,2,9.0,2,0
27.0,75,10.0,38.0,1,1131.21,7,1,12.5,1,0
41.0,40,10.0,8.0,0,1029.45,6,1,9.0,1,0
76.0,104,2.5,90.0,0,1011.37,5,3,11.0,0,0
39.0,26,7.0,3.0,3,1010.1,6,3,6.0,2,0
40.0,39,9.5,15.0,0,1029.84,8,0,8.0,0,0
26.0,80,9.0,85.0,2,996.58,0,0,1.5,1,2
61.0,87,29.0,101.0,2,1002.36,12,3,1.0,1,2
44.0,36,2.0,14.0,3,1028.47,8,1,9.5,2,0
21.0,64,19.0,96.0,3,1006.43,0,3,4.5,0,2
29.0,92,12.5,96.0,3,1000.69,1,1,4.0,1,2
22.0,30,8.0,4.0,0,1027.7,10,2,6.0,1,0
41.0,20,4.5,2.0,0,1021.26,5,1,6.0,2,0
17.0,30,15.0,70.0,2,1192.79,5,0,5.5,1,3
47.0,78,11.5,48.0,1,869.5,0,1,17.0,0,0
27.0,77,13.0,71.0,2,990.87,1,0,2.0,1,2
-8.0,88,5.0,97.0,3,985.16,0,3,3.0,2,1
3.0,75,46.5,87.0,2,996.85,5,3,4.5,1,1
-7.0,81,5.0,88.0,2,985.68,0,3,4.0,2,1
11.0,55,6.0,48.0,3,1013.87,1,2,6.0,0,3
41.0,38,1.5,8.0,0,1028.58,8,3,9.5,1,0
29.0,74,6.5,99.0,3,992.39,2,2,5.0,0,2
29.0,75,13.5,21.0,2,903.45,9,2,10.0,0,1
27.0,65,14.0,11.0,3,920.85,2,0,18.5,2,2
44.0,58,8.0,10.0,0,1023.52,11,2,6.5,2,0
34.0,54,2.5,13.0,0,1029.27,10,0,8.5,0,0
19.0,99,12.5,57.0,2,994.3,0,2,4.0,0,2
19.0,72,7.0,57.0,2,1001.28,0,1,3.5,2,2
13.0,61,7.0,18.0,2,1010.55,2,3,8.0,2,3
29.0,105,44.0,105.0,2,1016.31,9,0,1.5,1,2
-2.0,100,26.0,87.0,2,999.28,7,3,0.5,2,1
0.0,37,13.0,23.0,2,959.99,7,1,19.5,1,2
26.0,67,10.0,27.0,3,1002.53,4,2,6.5,1,3
39.0,49,2.5,17.0,3,1024.35,10,1,7.5,2,0
1.0,69,0.5,90.0,3,998.27,1,3,2.5,2,1
34.0,67,2.0,18.0,3,1012.39,1,3,7.5,2,3
-6.0,72,36.0,92.0,2,980.76,0,3,2.5,2,1
21.0,32,1.5,17.0,0,1025.71,6,3,10.0,0,0
0.0,74,1.0,92.0,3,996.85,0,3,3.0,2,1
31.0,31,1.0,2.0,0,1027.94,9,1,9.0,2,0
0.0,63,6.0,51.0,2,985.91,1,3,2.5,2,1
24.0,30,9.5,5.0,3,1022.28,11,1,8.5,2,0
21.0,50,0.0,9.0,0,1011.39,7,2,6.5,0,0
10.0,97,10.5,53.0,2,1001.2,3,3,2.0,2,2
25.0,74,0.0,33.0,3,1011.2,1,2,8.0,0,3
-10.0,106,34.0,100.0,2,994.07,1,3,2.0,2,1
-2.0,92,14.5,95.0,2,985.61,1,3,3.5,2,1
12.0,60,8.0,29.0,3,1013.52,1,3,6.5,0,3
22.0,46,9.0,14.0,0,1013.94,5,3,5.5,1,0
22.0,49,0.0,10.0,0,1023.31,10,2,6.5,1,0
37.0,27,6.0,9.0,0,1010.46,7,3,5.0,1,0
-8.0,67,14.5,67.0,2,991.8,0,3,1.5,2,1
31.0,22,3.0,12.0,0,1026.64,11,3,8.0,0,0
31.0,36,3.5,14.0,0,1024.93,6,0,6.5,2,0
14.0,67,19.0,65.0,2,1001.92,2,0,3.5,2,2
-1.0,91,11.0,56.0,3,999.07,0,3,2.5,2,1
-16.0,97,31.0,79.0,2,986.16,13,3,1.5,1,1
17.0,70,0.5,17.0,3,1005.14,3,0,5.0,2,3
14.0,60,11.0,91.0,3,1005.43,0,3,4.0,1,2
4.0,70,14.5,54.0,2,991.48,0,3,4.0,1,1
22.0,72,13.0,48.0,3,1014.35,1,1,8.5,2,3
39.0,36,6.5,7.0,0,1017.49,7,2,6.5,2,0
43.0,54,6.5,8.0,3,1012.91,9,3,6.5,0,0
18.0,60,10.0,60.0,2,1006.55,2,0,4.5,0,2
42.0,72,27.0,83.0,3,1011.45,1,0,8.0,2,3
10.0,73,6.5,88.0,3,1006.95,0,2,3.0,2,2
24.0,78,8.5,87.0,3,1010.48,1,3,1.5,2,2
12.0,72,0.0,36.0,2,1010.8,4,2,7.5,2,3
22.0,74,18.5,106.0,2,990.13,9,0,0.5,0,2
29.0,76,7.5,12.0,3,1011.62,4,1,6.5,2,3
23.0,37,4.0,16.0,3,1017.64,7,2,7.0,0,0
31.0,73,11.5,86.0,2,1012.91,0,1,4.0,0,2
30.0,61,2.5,15.0,2,1005.65,3,0,5.5,0,3
35.0,48,8.5,17.0,0,1018.37,8,3,9.5,1,0
42.0,66,12.0,44.0,2,939.18,14,2,12.0,1,1
76.0,82,14.0,106.0,0,1023.29,12,3,8.0,0,0
35.0,61,4.0,7.0,0,1028.91,10,2,6.0,2,0
24.0,72,21.0,73.0,3,1011.05,5,0,9.0,0,3
12.0,64,1.5,38.0,3,1018.65,3,1,5.5,2,3
28.0,48,8.0,15.0,0,1016.3,9,0,7.0,0,0
44.0,48,4.0,17.0,3,1027.7,6,0,5.5,2,0
-8.0,67,19.0,89.0,2,995.9,0,3,3.0,1,1
11.0,52,2.5,44.0,2,1004.77,2,3,8.5,2,3
55.0,85,20.5,77.0,2,1017.97,13,1,2.0,2,2
40.0,32,4.5,0.0,3,1024.43,11,2,6.0,2,0
14.0,71,10.5,17.0,3,1005.21,4,2,6.5,2,3
3.0,63,15.0,52.0,2,988.89,0,3,3.0,1,1
36.0,30,2.0,17.0,0,1029.9,11,0,5.5,1,0
-8.0,97,17.0,92.0,2,982.59,1,3,4.0,2,1
21.0,77,10.5,19.0,2,1002.73,2,1,6.0,0,3
28.0,75,15.0,27.0,3,1018.41,3,1,6.5,0,3
2.0,61,16.5,63.0,2,995.74,0,3,1.0,1,1
1.0,99,7.5,76.0,2,983.5,1,3,3.0,1,1
10.0,77,18.0,62.0,2,1002.6,3,0,3.0,0,2
-3.0,61,1.5,50.0,2,990.06,1,3,4.0,2,1
39.0,29,0.5,16.0,0,1017.52,5,1,6.0,0,0
23.0,69,8.5,36.0,2,1015.73,1,2,9.0,0,3
-10.0,75,8.0,57.0,3,982.28,1,3,3.5,2,1
31.0,61,7.0,68.0,2,996.52,2,2,3.0,1,2
21.0,83,12.5,50.0,2,991.17,2,2,4.5,2,2
30.0,74,6.5,109.0,0,1020.56,12,0,11.0,2,0
33.0,74,6.5,27.0,2,1004.21,4,3,8.5,2,3
9.0,105,24.5,77.0,2,1008.2,14,2,7.0,2,3
33.0,88,7.0,69.0,2,990.78,3,2,3.5,0,2
-13.0,100,22.0,81.0,3,993.51,3,3,2.5,1,1
-19.0,27,5.5,66.0,3,929.72,9,1,14.5,1,3
12.0,30,5.0,87.0,3,881.86,1,3,18.0,2,1
24.0,38,4.5,15.0,3,1029.37,9,1,7.0,2,0
27.0,24,6.5,4.0,0,1028.18,8,0,5.5,1,0
20.0,68,1.0,42.0,3,1010.27,4,2,5.5,1,3
16.0,64,12.0,16.0,2,1008.27,2,1,6.5,0,3
25.0,107,9.5,92.0,2,1008.47,11,2,4.5,2,2
44.0,51,15.0,71.0,3,982.9,5,0,2.5,1,2
20.0,99,7.0,74.0,2,1008.48,3,3,4.5,2,2
28.0,66,4.0,5.0,0,1018.89,7,2,9.0,0,0
65.0,83,23.5,78.0,3,994.48,11,3,0.5,0,2
22.0,86,17.0,65.0,2,1018.21,0,3,1.0,0,2
12.0,77,19.5,85.0,0,1019.09,2,0,12.5,1,0
25.0,66,8.5,3.0,0,1013.33,6,2,6.0,0,0
18.0,52,9.5,48.0,3,1005.34,3,0,7.0,1,3
25.0,72,12.0,24.0,2,1017.17,2,0,7.0,2,3
31.0,88,8.5,82.0,2,1019.85,0,0,3.5,0,2
27.0,33,7.0,83.0,1,1194.57,1,3,8.0,1,2
21.0,88,14.5,91.0,3,993.84,3,0,5.0,0,2
22.0,94,5.0,62.0,2,990.53,2,1,2.5,2,2
15.0,79,7.5,39.0,2,1018.48,1,3,9.0,0,3
-2.0,65,17.0,96.0,3,988.85,1,3,2.5,1,1
19.0,57,6.5,19.0,3,1018.46,2,2,6.0,1,3
-9.0,32,5.0,21.0,3,966.64,11,1,16.5,0,1
4.0,98,12.0,52.0,2,986.91,0,3,5.0,1,1
30.0,57,12.5,33.0,2,1002.2,1,0,7.0,1,3
15.0,76,7.0,12.0,2,1008.21,2,2,7.5,2,3
-19.0,80,15.0,76.0,2,999.84,2,3,3.5,1,1
60.0,109,9.0,101.0,3,1013.72,11,0,5.0,2,3
26.0,25,6.0,2.0,0,1022.75,9,2,9.5,1,0
33.0,87,10.0,73.0,2,998.28,0,1,2.5,0,2
42.0,49,1.0,6.0,0,1021.95,10,1,8.0,1,0
35.0,63,6.0,10.0,0,1015.73,5,1,8.0,1,0
-3.0,100,17.0,77.0,2,989.35,5,3,4.0,1,1
18.0,91,18.0,91.0,3,1000.55,1,0,2.5,0,2
60.0,80,17.0,109.0,0,1010.1,8,3,5.0,0,0
16.0,79,12.5,65.0,3,994.52,1,1,1.0,0,2
14.0,71,5.5,32.0,3,1011.82,1,3,6.0,1,3
44.0,30,0.0,4.0,3,1010.13,9,0,6.5,1,0
-4.0,23,12.5,67.0,3,934.44,8,0,7.5,1,0
-3.0,65,13.0,61.0,2,992.6,0,3,5.0,1,1
21.0,78,14.5,11.0,2,1003.12,1,2,8.5,1,3
42.0,42,6.0,10.0,0,1019.78,7,0,6.0,0,0
