Transformation,Model,No Scaling CV R2,Transformation CV R2,CV Improvement,No Scaling Test R2,Transformation Test R2,Test Improvement
Yeo-Johnson,Gradient Boosting,0.9017775339492641,0.9012740576693756,-0.0005034762798884485,0.8835272597908818,0.8835381036692226,1.0843878340827118e-05
Standard,Decision Tree,0.8234718734204926,0.8164789737541727,-0.006992899666319885,0.8348251689187318,0.8415471290500801,0.006721960131348292
MinMax,Decision Tree,0.8234718734204926,0.8106832179625302,-0.012788655457962372,0.8348251689187318,0.8325465871874186,-0.002278581731313234
Robust,Decision Tree,0.8234718734204926,0.8036545309603372,-0.01981734246015532,0.8348251689187318,0.822372359197936,-0.012452809720795766
Yeo-Johnson,Decision Tree,0.8234718734204926,0.8029021109604434,-0.020569762460049157,0.8348251689187318,0.8210735266928308,-0.013751642225900973
Binning,Gradient Boosting,0.9017775339492641,0.700804203848123,-0.20097333010114105,0.8835272597908818,0.7017591958637379,-0.18176806392714384
Binning,XGBoost,0.9186100642673514,0.7160180216050744,-0.20259204266227693,0.9176563827108167,0.7029056765474215,-0.2147507061633952
Binning,LightGBM,0.9255372363398264,0.7144030104294957,-0.2111342259103307,0.914630328879934,0.6781740975612183,-0.23645623131871574
Binning,Random Forest,0.9065453266347653,0.6707514818352227,-0.23579384479954257,0.8793594306210442,0.6653870365506184,-0.2139723940704258
Binning,Decision Tree,0.8234718734204926,0.5443312448992588,-0.2791406285212338,0.8348251689187318,0.6052714408138697,-0.22955372810486208
