Transformation,Model,No Scaling CV R2,Transformation CV R2,CV Improvement,No Scaling Test R2,Transformation Test R2,Test Improvement
Robust,KNN,0.4949922081441371,0.4715319600023527,-0.02346024814178438,0.547670769725477,0.5395218411729443,-0.008148928552532686
Yeo-Johnson,KNN,0.4949922081441371,0.4689870160703187,-0.026005192073818406,0.547670769725477,0.533382406348192,-0.014288363377285007
Quantile,KNN,0.4949922081441371,0.4679831967638675,-0.027009011380269565,0.547670769725477,0.5320427438630051,-0.015628025862471917
MinMax,Decision Tree,0.08989247642879265,0.062334569111221746,-0.027557907317570907,0.19188764505519174,0.14658157481229062,-0.04530607024290112
Binning,Linear Regression,0.5058651328902921,0.46667591175815526,-0.03918922113213685,0.5646874693613085,0.5140469378545736,-0.050640531506734976
Yeo-Johnson,Decision Tree,0.08989247642879265,0.042851521578196675,-0.04704095485059598,0.19188764505519174,0.17021059103874692,-0.02167705401644482
Binning,Gradient Boosting,0.5426448740321484,0.4938340764363366,-0.04881079759581186,0.5795182746817842,0.5625730050675881,-0.016945269614196068
Binning,LightGBM,0.5255843210138952,0.4716718131852737,-0.0539125078286215,0.567995323017271,0.5611690766750533,-0.006826246342217623
Binning,KNN,0.4949922081441371,0.4124933459567014,-0.08249886218743568,0.547670769725477,0.4760645770739984,-0.0716061926514786
Binning,XGBoost,0.48262914419174197,0.3895530939102173,-0.09307605028152466,0.5290387868881226,0.4988288879394531,-0.030209898948669434
Binning,Random Forest,0.5312825460372341,0.41439690342389496,-0.11688564261333917,0.5801017896925094,0.49801332617497196,-0.0820884635175374
