Y,Median_Income,Median_Age,Tot_Rooms,Tot_Bedrooms,Population,Households,Latitude,Longitude,Distance_to_coast,Distance_to_LA,Distance_to_SanDiego,Distance_to_SanJose,Distance_to_SanFrancisco
492500.0,6.8443,30,1631,310,665,297,33.0,-117.31,8089.91912609674,145533.036296644,34533.7491911064,636957.440481927,704959.383458794
434000.0,4.0987,37,3325,734,1468,692,37.58,-122.36,5653.34528331275,539910.187620527,718054.640096687,49377.9765929173,22462.8620155887
64700.0,2.225,21,1401,331,651,299,40.17,-122.23,143460.275352893,766400.217926756,944357.599041649,316535.072101617,266993.619415905
248700.0,3.1389,14,1671,383,1079,365,34.4,-119.53,7258.579173251,124422.752258421,288527.199370178,389686.494634306,456797.901803841
64700.0,2.225,21,1401,331,651,299,40.17,-122.23,143460.275352893,766400.217926756,944357.599041649,316535.072101617,266993.619415905
279600.0,4.7241,46,1774,315,753,330,34.17,-118.1,41074.1146493032,18613.3371698848,183677.633658212,490876.693569591,558897.238769644
404500.0,5.8661,16,1988,279,770,252,33.06,-117.16,15456.1448771349,149184.975494564,38280.5447823761,640877.638195352,708910.066232381
104400.0,2.8393,15,2654,530,1267,489,37.31,-119.64,185482.189266512,383558.441140988,558456.014858803,199241.371887856,251439.809078476
95000.0,2.7598,10,9033,2224,5525,1845,33.71,-116.24,120949.576835493,188837.756037764,139874.96707659,651120.616833122,718331.960500188
500001.0,5.1815,36,2484,525,792,446,33.71,-118.14,4957.07935276722,39239.9995760054,143233.438511472,527036.697096418,594997.969397781
335100.0,5.1238,52,2510,438,1153,407,37.73,-122.45,5393.63554661943,557375.620360904,735705.44055512,65852.0085681916,5158.55526958097
365900.0,6.2022,43,1464,224,581,232,33.97,-118.41,10315.8388388172,17849.9341364584,181408.587928327,488874.740896937,556829.795911656
90600.0,2.3333,25,2718,504,1257,465,36.8,-119.75,181544.231577254,334622.327119856,511983.248673449,199239.539631426,260748.09293411
245600.0,5.5198,14,15809,2485,7363,2410,34.14,-117.61,63584.1943701845,59160.1076352768,163757.947909378,524946.3828238,592785.396878602
68800.0,1.7463,19,1629,386,551,214,39.3,-122.51,105220.281823368,696396.926922834,875668.739508141,224976.562312135,169824.567475744
181400.0,3.2583,32,2033,394,989,389,32.84,-117.2,6395.70291908263,165968.563675442,14288.4182384717,657225.041873632,725215.577954383
126800.0,3.9028,35,3114,583,1974,545,34.69,-118.16,81264.0635496116,71330.9162017883,238179.196951561,446322.856925001,514052.262429407
257100.0,2.8007,40,2186,549,953,515,32.74,-117.25,7616.36564240002,172625.992170717,8743.81319849771,662974.873179342,730919.624709233
347900.0,3.3889,32,3024,784,1323,740,34.03,-118.47,3619.51335233213,20998.9319474481,190074.606663546,480208.918249814,548163.580416511
296100.0,6.6204,16,5121,735,2464,761,37.75,-121.94,23597.9344613131,528955.98130183,708108.03817817,46278.1920655759,43270.2939264661
348300.0,6.3923,27,4336,754,2009,734,37.32,-122.02,18155.633110198,498253.304716122,676463.919486683,11358.0487418564,62152.7957478445
133300.0,2.3333,47,825,187,416,173,34.0,-118.33,16356.1115775546,9849.50030431011,179381.473463393,490991.5531015,558988.344967567
150000.0,2.56,16,712,147,355,162,34.91,-120.45,19326.0134934857,223585.692403991,389646.693007813,299216.813007117,364540.082973103
275000.0,3.7549,23,4099,1287,2103,1217,34.05,-118.45,6322.84893742663,19009.4540807386,190609.549618018,479652.479941461,547624.412484453
272300.0,4.6554,11,3478,588,1693,582,34.62,-120.08,16940.1837172009,180035.988085243,343196.392201829,343182.916418227,409242.795896718
245800.0,3.5966,50,1345,287,791,254,37.34,-121.9,21521.6837167622,492524.822594678,671046.070472995,795.320482211547,67245.3683501454
123600.0,3.7014,24,2917,543,1878,531,38.15,-122.25,7777.34361139316,580527.853122809,759777.634469536,95855.0545018631,44731.3457022806
167000.0,3.055,41,1512,400,1690,367,33.96,-118.2,21094.9386096637,11018.1890015847,168689.069801415,502131.598804816,570150.638590242
125000.0,2.0062,29,335,107,202,91,37.81,-122.26,3845.2217774209,552468.976024466,731290.84319253,61887.1630402615,15575.9953846421
186600.0,3.3438,17,1627,398,1216,369,33.86,-117.93,20696.7199088525,35971.6093641655,145934.076546363,526899.075188621,594934.167873825
500001.0,15.0001,32,4684,540,1512,511,37.56,-122.36,6540.11408148535,538330.01855313,716421.251145864,48193.9093152062,24606.2938168231
178400.0,2.9474,33,2489,546,1857,444,33.85,-117.93,19887.9186523084,36644.6224857677,144967.660333538,527729.843217152,595764.801846848
475000.0,2.5721,52,2911,753,1696,676,37.78,-122.44,2060.95047244564,560777.105808365,739238.633717253,69049.2108859431,1017.02647274825
242700.0,6.2083,17,3006,427,1291,406,34.12,-117.65,59454.5946068196,55189.7115593446,162606.011099994,523845.561812719,591721.285426109
214300.0,1.721,42,1476,610,1605,545,34.05,-118.3,19344.3096016816,5194.39203891758,182189.100927976,488534.571260057,556552.259219439
57700.0,1.8814,40,2806,685,2268,635,37.94,-121.28,25065.7441269039,511289.926442419,690521.845011043,86210.0287889647,102747.704034937
285200.0,6.617,14,7208,1012,3097,1014,33.08,-117.25,6790.9240781362,141997.103762098,41346.2116900429,633731.887645087,701758.036795476
420200.0,5.145,19,6206,1611,2455,1472,33.83,-118.43,4647.48067015048,30100.868238605,171073.700959885,499924.691366571,567794.553462805
89200.0,2.2243,32,2962,526,1542,521,38.69,-121.45,69110.1213268218,590107.613858126,768709.843023587,155535.596262914,133119.841175133
112500.0,1.6,39,461,129,381,123,37.79,-122.25,4042.11469450141,550230.006421439,729033.082182706,59534.201800604,16032.2278575783
79400.0,1.7402,34,2028,522,1797,464,32.7,-117.11,6206.88097966973,183545.748960409,5090.07856471814,674618.012886144,742596.164757221
414700.0,2.8333,52,2359,591,1100,431,33.34,-118.33,4278.59041665421,79598.4778348668,129202.547462097,549290.285828274,616876.833933658
406200.0,9.5823,52,2187,284,733,274,34.16,-118.24,29196.5891144222,11987.7181031656,189240.44141715,482986.371951373,551021.456708206
133300.0,2.3333,47,825,187,416,173,34.0,-118.33,16356.1115775546,9849.50030431011,179381.473463393,490991.5531015,558988.344967567
55000.0,2.233,25,394,94,155,83,38.58,-121.22,64076.0596418582,569636.421345151,747928.357708587,150437.993505308,138718.669497233
500001.0,5.0222,37,1550,238,805,250,37.36,-122.09,13263.4226556037,505760.905683959,683919.720724466,17623.799606655,54988.8066923701
118800.0,1.5143,34,5218,1576,3538,1371,34.02,-118.35,14399.2876621667,10431.7699127316,182268.213465892,488102.964616839,556099.84494963
193300.0,5.9684,25,9594,1489,5237,1496,33.85,-118.24,10411.2087857606,22490.0717974287,161136.118303377,509132.122550403,577108.278333421
85800.0,1.7788,14,2063,559,934,529,39.76,-121.62,185179.51910586,701941.746836373,879150.833618669,270637.428885073,231764.17221527
483300.0,3.9688,52,2383,477,990,464,37.79,-122.47,2320.24320926235,563401.861373633,741829.425460292,71697.956311468,3839.96675541124
336200.0,3.7635,14,3414,802,1236,632,35.19,-120.81,4827.74181605232,266728.758972521,434642.074466445,257565.135423261,321802.565752019
240200.0,5.75,2,2239,321,766,219,37.72,-121.45,37932.0038084902,499685.3713534,679095.472306639,57917.393266391,86487.8696430785
100000.0,2.2019,24,1520,335,882,306,37.07,-120.84,89331.1494299769,409538.16377919,588947.931839824,97823.110462942,160853.356659106
119100.0,3.3026,9,3464,749,1687,645,32.75,-117.07,12685.1194675456,181209.712946825,9333.10425657964,672664.38213554,740665.034033482
189900.0,2.4185,48,1459,324,902,350,34.36,-119.06,22224.2850734732,82501.0174471413,253766.687802984,417883.711058973,485643.570190017
55200.0,1.6094,27,1388,296,1056,284,36.66,-119.6,180297.30634998,314968.49331333,491965.694481898,217039.327755731,279624.031470112
500001.0,3.7232,31,3039,739,1199,697,33.78,-118.13,4396.88835546316,32037.2584828814,148735.818210854,521603.252493734,589593.252545194
400000.0,5.4716,18,2895,487,1116,429,33.89,-117.92,23837.3159418752,34876.6245856711,148401.630491585,525030.334383732,593064.795737761
426900.0,7.5839,13,984,127,364,119,33.95,-117.75,39669.7589384059,46907.7500556825,147746.269102164,530801.997471755,598799.997353538
265300.0,4.1776,35,7067,1646,5380,1597,37.48,-122.19,3205.53171283731,521475.522975979,699729.826718934,30761.4554637511,38988.2880668541
56500.0,1.06,31,1174,360,1161,328,34.54,-117.3,115890.637858186,102256.705347357,203256.149619225,517197.847919352,584248.581667461
173200.0,3.6509,34,1882,428,1034,375,33.95,-118.03,25290.4836500331,22743.018510662,159222.062239167,513287.748706294,581322.812063599
170300.0,1.767,37,2338,686,2376,630,34.04,-118.31,18254.8997396215,6259.72490868382,181831.500284363,488781.856822786,556795.084666034
255500.0,4.9115,31,2982,547,1895,570,33.84,-117.99,15545.099947245,33234.281900197,146851.546331014,524902.133131711,592933.199938992
239500.0,4.4286,6,1593,371,832,379,33.7,-117.79,17462.4016282133,57343.2704990526,124103.230921209,548795.984274689,616830.396694842
144800.0,2.875,38,1007,245,618,239,37.72,-122.16,5633.51197277875,539150.21945336,717971.596637712,48809.6793598876,24596.9503664529
184800.0,3.9063,18,2474,449,1269,431,35.47,-120.66,21556.3434692586,271232.828656572,444461.809992841,234952.378800364,301018.394420819
82000.0,2.1731,45,990,261,901,260,37.75,-122.18,4216.008379354,542806.334804523,721648.08741665,52580.0976930569,22250.8531592757
115300.0,2.9167,8,1294,272,457,199,33.61,-116.48,96361.2735360957,170164.403977127,117927.654353019,641570.440200419,709101.13118962
85700.0,1.8958,28,590,129,315,99,37.92,-121.23,29971.9849553059,507034.757786839,686232.249362699,87371.2571147282,106721.941291535
300000.0,6.5851,26,1590,196,654,199,34.21,-118.88,21098.5646195012,61138.729859799,230279.323030589,441156.884917269,508955.293409095
89500.0,0.6991,26,2645,1005,1660,991,36.72,-119.73,176880.214498239,325795.558458387,503310.849641212,203841.493618095,266266.676181462
142300.0,3.5129,36,1345,331,1511,309,34.05,-118.03,35439.5452721486,19688.0218611043,168878.33441954,505043.292690434,573073.069043699
172800.0,2.6,19,2228,559,2845,551,37.33,-121.85,25518.1726415563,488696.382749256,667294.813810862,3852.77363538439,71155.429285839
211000.0,5.6875,14,5381,871,2296,872,37.98,-122.09,7745.19123426416,557032.415253641,736269.334539996,73735.0543601071,37711.5687226179
258800.0,4.0648,45,3448,690,1562,643,34.17,-118.32,24124.4548763134,14860.7185617866,194191.093960887,477258.063263371,545290.828805248
93800.0,3.9028,25,848,153,436,155,39.52,-121.49,160115.749647481,673087.961917622,850383.81842795,245430.592124911,210653.461481668
63900.0,1.91,46,1210,243,523,242,39.36,-121.7,140192.733857154,665640.340961749,843732.559417746,225744.639024764,187466.931330279
82100.0,0.9204,43,987,240,1253,237,38.59,-121.48,57689.6688771336,581843.706080031,760636.333431829,144118.532516374,123071.593820762
454100.0,4.89,9,6564,1316,1720,904,33.46,-117.74,9817.92156476155,80653.0679390491,98780.7799274034,572056.771357433,640065.205610635
200000.0,4.05,34,197,44,152,47,37.33,-121.9,22330.296968192,491714.409661583,670212.23181338,866.765622262371,68049.8661993924
367100.0,6.0,34,2377,362,1055,362,34.23,-118.23,34718.3445845711,19806.6373187532,195395.992995499,477851.335248865,545881.131929649
132600.0,2.6,52,2224,437,1006,422,37.84,-122.27,5976.28805827603,555535.931447864,734392.514953906,65195.9361857231,15959.4836572213
133900.0,1.9667,44,691,155,613,142,34.04,-118.17,28830.344992304,6923.73794641765,174523.216632852,497235.151308825,565268.678688744
189800.0,3.8958,4,1837,287,934,277,33.23,-117.35,13125.7896885579,123301.053207597,59837.3781760939,615009.502789359,683040.905592615
118100.0,2.2813,29,1961,565,1002,569,32.75,-117.14,8027.19554673163,177379.21092039,4290.2693225417,668529.180736898,736512.438749268
138500.0,3.3125,4,3283,911,1512,782,33.57,-117.7,8921.11077143039,73473.7162213317,107426.784006152,565160.547666965,633192.2061049
206800.0,4.65,36,4569,824,1950,819,37.71,-122.11,10169.9446212923,535386.375755017,714266.596460571,45830.3204496671,29133.4482765506
386400.0,4.625,17,1343,203,511,185,37.03,-121.96,12338.2077612031,471827.414382138,649258.004048307,34482.0870722734,92610.1194328343
217400.0,4.625,36,1074,188,496,196,33.84,-118.11,11029.6888410013,26626.9790684633,152999.496663696,517675.839058696,585687.825419136
500001.0,9.3464,25,3437,428,1198,411,37.28,-122.02,22493.8647627269,495079.948140049,673178.523693679,12812.7750009036,65821.7213373374
156300.0,1.3894,16,1209,477,627,482,37.98,-122.03,9197.7745166323,553701.435237744,732985.199376916,72674.5672630282,42016.6011021141
320600.0,3.1289,42,2358,546,1065,523,34.16,-118.38,19661.202388388,17352.4815996772,196421.399232997,474460.010964087,542484.198625837
269100.0,5.5429,16,3275,529,1863,527,37.38,-121.87,20805.1936701533,493980.660464012,672648.789770989,5352.47391606302,66074.5223130878
241800.0,4.5909,16,2497,500,1357,456,33.63,-117.71,12509.5962049166,68071.5846270817,113776.108257286,559530.721018589,627565.330817302
78800.0,2.2723,36,1354,258,771,267,38.67,-121.37,68874.9935484823,584726.272993146,763200.647530486,155306.227489618,136094.590110063
249000.0,4.5556,34,4648,806,2282,814,37.57,-122.48,3483.73744745185,546617.732297769,724461.28401027,58005.7002927128,23082.1592528166
50800.0,2.2264,31,1783,382,1266,358,36.2,-119.35,164158.374971245,259143.55089875,436290.069199945,259316.616236425,324826.300078694
165700.0,5.0123,35,1810,318,1164,332,34.09,-117.92,43500.8650538885,30107.908826934,168266.569051803,508723.150172713,576723.667091005
154800.0,3.7083,10,6331,1181,3419,1110,38.46,-121.82,40701.4337308168,585581.060644792,764887.946188567,125204.983824136,93160.3945090193
53000.0,1.25,19,1719,391,1369,368,36.72,-119.79,173072.803099071,328081.324818349,505889.507048698,198832.778314875,261508.988626231
175900.0,3.8304,35,3185,544,1858,564,34.1,-117.89,45543.0892667968,33005.0715909647,168135.673929497,509833.972852562,577822.525400872
213100.0,4.8438,22,7368,1367,4721,1342,33.83,-118.24,8254.19030170884,24713.7399913126,159408.750484609,510852.797395166,578821.340362348
49800.0,1.8144,19,1809,477,2051,416,35.79,-119.1,159350.965184649,208404.235217269,385478.891435942,302892.890153106,369667.296875136
179200.0,4.6354,16,735,139,299,134,32.74,-117.23,7232.09166453151,173625.1596548,6988.13948652972,664135.391955851,732087.374579798
160100.0,3.2143,32,4040,832,2526,798,33.91,-118.03,21400.9506904388,25265.3021090895,155414.319796974,516615.641374048,584649.257684116
147800.0,5.4618,13,4760,938,309,132,34.23,-116.86,115148.155223082,128866.118209836,170678.369232622,570254.723661853,637331.833859664
500001.0,12.4429,30,1670,219,606,202,32.86,-117.25,1582.89215226712,161468.884024424,18066.7916771068,652553.704377009,720535.948351378
241700.0,3.0293,28,3379,918,1849,849,32.8,-117.23,3866.74624612748,168039.237772929,11371.8312521327,658920.036785857,726891.02456044
139200.0,4.2566,16,1735,380,784,360,33.74,-117.97,10410.3316734373,42935.7641965253,136500.421908113,534527.604177771,602547.191919687
500000.0,6.0199,49,1789,288,848,311,34.12,-118.15,34737.5081118299,11454.6833750358,181121.321062076,491841.898251525,559875.32802937
105800.0,1.9762,52,1171,318,1126,276,34.06,-117.75,48392.4751307633,45488.1184427467,159160.668976456,522019.963268453,589975.949792421
187400.0,3.5329,31,2043,468,1524,454,33.84,-117.9,21213.2871284414,39521.8192150609,142639.709747375,530402.70793138,598437.822522648
64700.0,2.225,21,1401,331,651,299,40.17,-122.23,143460.275352893,766400.217926756,944357.599041649,316535.072101617,266993.619415905
165600.0,2.8608,30,3259,942,2744,895,33.91,-118.08,19263.5755379454,21861.4061720487,157877.853146926,513575.014334573,581604.401911203
112500.0,2.1964,10,304,63,161,61,38.9,-122.48,74897.8669341267,658631.922070664,838036.258471869,181385.496789557,125280.628772339
50800.0,2.2264,31,1783,382,1266,358,36.2,-119.35,164158.374971245,259143.55089875,436290.069199945,259316.616236425,324826.300078694
115800.0,3.5437,27,1790,356,1286,347,32.69,-117.04,10185.3428405504,188246.240623051,11685.7726050762,679605.664253469,747599.719674963
123800.0,3.2481,8,4345,865,2425,785,33.7,-117.37,42713.6973534974,89663.7339942515,111157.51814055,575168.493355279,643139.131142047
106300.0,2.225,42,517,233,995,212,33.77,-118.2,4123.94981189584,31640.9353996146,151910.497677362,518360.278425527,586321.089433812
242700.0,4.5625,34,1735,318,1019,301,37.36,-121.98,15389.4302370699,498999.466802594,677402.32584031,8157.16683108184,60836.1406356487
254800.0,5.2155,36,1946,346,871,336,33.82,-118.1,9599.69131275702,29026.6942448528,150653.242374269,519970.367090455,587979.928474272
145200.0,3.0588,28,639,179,1062,169,33.92,-117.94,25542.0871149836,31625.5497695888,152213.993872628,521317.194128998,589351.10937484
183400.0,4.5306,36,1585,323,1205,343,33.93,-118.09,21016.4062305839,19633.9577106612,160246.133505533,511292.447968041,579323.01256858
245000.0,5.98,22,14701,2210,6693,2232,37.66,-121.79,31273.5174451726,512817.253639945,692026.938779033,37212.0465409899,57814.3640796216
94200.0,2.7443,31,699,186,460,170,37.8,-121.21,39682.6916680866,494909.001608825,674185.934359,79321.5721650532,107361.809017162
140300.0,3.875,20,2919,508,1711,500,38.44,-122.73,28781.3837120305,632193.786225863,811291.431225738,143102.792174295,78534.9582064024
228900.0,4.8304,25,3465,566,1722,536,34.12,-117.84,49491.3434146862,37931.5873434156,168379.99520935,511451.645432559,579414.980839023
273800.0,5.1039,52,3011,542,1303,535,37.76,-122.23,3184.13439059525,546577.928778623,725359.890894376,55774.4676621433,17762.1760882547
248100.0,1.8584,44,1853,556,2090,539,33.74,-118.28,2520.80059544449,34880.3803876053,154280.377562429,516346.43621499,584254.889472641
256200.0,7.5,8,2580,372,1111,393,36.85,-119.88,170491.647584233,344584.87857834,522418.099903088,186524.82519113,247910.895490105
152500.0,2.9097,8,2378,638,1410,623,32.81,-116.96,24396.7265772489,182397.128134966,21526.9670336188,674133.462179944,742161.352765307
162300.0,4.5625,25,1756,301,722,312,32.82,-117.18,8612.883280375,168863.998262215,11727.7173758873,660129.495821861,728120.169844422
69400.0,1.425,43,244,52,176,60,37.63,-120.94,69890.5818424928,466139.316340471,645274.494914239,90243.9086152764,132172.475355896
187500.0,3.8,36,2110,389,952,370,37.67,-122.11,6429.34631124159,532075.103625725,710887.705358671,41832.3274814138,30532.7560017291
484600.0,5.9245,52,2134,277,936,285,37.73,-122.47,6073.51862505425,558600.523765041,736890.629116389,67177.5347165529,5956.94828738132
137800.0,3.0958,25,2720,680,1559,631,33.74,-117.82,18125.8694961496,52293.2243899841,129335.325561887,543625.481814708,611660.28116219
106300.0,2.225,42,517,233,995,212,33.77,-118.2,4123.94981189584,31640.9353996146,151910.497677362,518360.278425527,586321.089433812
123700.0,3.8906,30,1937,351,945,344,34.17,-117.26,85516.7711514409,91503.2531549188,161966.975132068,546389.374289098,613944.115801028
59700.0,1.8523,23,1106,252,790,230,35.37,-118.94,122046.028770905,159753.684592562,337581.25739706,343043.368773681,410623.577260635
85700.0,1.9659,50,637,143,590,147,34.06,-117.64,55357.1518362808,55620.2097602886,155947.813869978,529177.204229571,597085.210579359
221900.0,5.742,25,4650,849,2503,790,33.76,-118.03,6285.83976967474,38010.616961019,141468.26820473,529241.481395189,597253.077671529
187500.0,1.6318,19,928,317,845,319,33.2,-117.37,12091.1289001216,124593.823355497,57266.8733043063,616329.093403177,684355.518876099
89400.0,2.9554,19,897,180,276,110,40.13,-120.71,240837.83529783,710252.055115727,883248.769082199,327232.221469435,301293.809737962
124600.0,4.1264,15,6248,1249,3795,1128,33.95,-117.47,54417.9890205041,72220.9692240164,140212.101815457,548922.131887817,616812.237177141
500001.0,3.575,52,3095,682,1269,639,37.77,-122.45,3136.88472544361,560579.904946141,739000.855008602,68885.4699463083,1702.18935739621
54100.0,1.5515,37,2014,505,1787,515,37.62,-120.99,67524.0489331613,467567.490875964,646774.984440774,85736.1762181878,127959.724319943
268800.0,3.9674,52,3225,763,1559,710,34.09,-118.27,23210.4613472657,4848.67683106903,184244.960880232,486978.397358321,555007.748413315
46500.0,1.3967,21,1382,327,1469,355,36.1,-119.58,140740.800548296,258131.045559939,436828.312766542,247732.227896653,314404.316046501
165500.0,3.7083,33,2006,381,1410,346,34.01,-117.97,33592.6107450385,25653.6815024104,162341.476294592,512060.008832295,580087.976225337
371300.0,7.8336,37,2220,335,903,362,37.9,-122.26,6455.38145104547,559937.87748339,738899.894813412,70604.3980562228,20558.9238534312
159200.0,4.3203,37,1645,308,1077,320,33.97,-118.06,26139.7379356884,19242.1015126551,162551.876597247,509786.670422267,577821.602982826
140600.0,1.933,15,1385,288,775,255,37.05,-120.82,90484.5865478518,406696.485991914,586106.14712506,100207.39934633,163498.458726994
207900.0,6.7544,11,3358,504,1690,482,34.02,-117.66,51029.6673270511,53903.0272551381,152247.792532828,531014.566663685,598953.302755387
247000.0,2.3214,6,3725,960,2833,915,33.36,-117.25,21436.6978031351,119889.479115584,72116.7199643215,610353.739515657,678380.98425822
68800.0,1.7463,19,1629,386,551,214,39.3,-122.51,105220.281823368,696396.926922834,875668.739508141,224976.562312135,169824.567475744
113600.0,2.6635,32,1255,338,782,302,32.79,-116.97,22146.9759775172,183496.627336072,19685.4872789687,675226.725208009,743251.280915467
115300.0,2.9167,8,1294,272,457,199,33.61,-116.48,96361.2735360957,170164.403977127,117927.654353019,641570.440200419,709101.13118962
